rMAGs,Completeness (%),Contamination (%),EGS (Mbp),group,phylum,class,order,family,genus
SL336225_bin.4,91.03603604,2.424924925,2.120122109,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium
SL336229_bin.1,90.27468327,1.25600699,2.212574458,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Micrococcus
SL336229_bin.3,91.76065163,0.657894737,2.620358676,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Kocuria
SL336229_bin.4,75.33556113,3.216374269,3.236987132,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermabacteraceae,g__Brachybacterium
SL336417_bin.1,97.93233083,0,0.732016683,Surface,Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Metamycoplasmataceae,g__RYZV01
SL336592_bin.1,88.81118881,1.465201465,1.916384438,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__UBA3002,g__QFOX01
SL336592_bin.5,96.61125216,1.778255162,5.99988833,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium
SL336593_bin.1,94.22080637,2.473155022,3.637173929,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Pararheinheimera
SL336601_bin.1,94.09417144,1.548783547,2.110036248,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Neisseria
SL336608_bin.1,88.68190633,0.549450549,1.981874463,Surface,Proteobacteria,c__Alphaproteobacteria,o__UBA9219,f__,g__
SL336608_bin.2,83.1920904,1.059322034,3.161825482,Surface,Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus
SL336608_bin.3,98.04478229,2.738262541,3.230825936,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Qipengyuania
SL336609_bin.1,89.39435897,0.8,3.471769924,Surface,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Parvularculaceae,g__CV81
SL336609_bin.2,96.83908046,0.862068966,2.428971298,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A
SL336784_bin.1,94.16211908,0.437997725,3.204980722,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__34-65-8
SL336808_bin.1,80.70644719,0.802469136,3.189602332,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Lautropia
SL336808_bin.2,99.52865762,0.791855204,2.63286759,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Neisseria
SL336813_bin.1,88.77142857,1.622222222,2.163414902,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Rothia
SL336820_bin.1,98.53404172,1.299474335,3.276986915,Surface,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas
SL336820_bin.2,99.07332713,0,2.741593604,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Tsuneonella
SL336833_bin.2,98.08995395,1.484641638,3.161061689,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium
SL336833_bin.4,97.64157825,0.488505747,3.29852976,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Thermomonas
SL342282_bin.2,78.82875012,1.592226781,3.885229961,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E
SL342282_bin.3,80.96196883,2.0830721,3.649532994,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas_A
SL342282_bin.4,84.61439534,3.051948052,3.044587101,Surface,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas
SL342285_bin.5,92.11469063,2.459770115,2.064825885,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__CU05-9
SL342286_bin.1,97.50579151,0.810810811,3.536497514,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__Ornithinibacter
SL342296_bin.1,82.33214104,1.044932079,4.997531267,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium
SL342310_bin.3,95.01915709,1.181353768,2.354490007,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A
SL342313_bin.1,83.7,1.833333333,2.367203421,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Rothia
SL342315_bin.1,97.22145282,0.696472926,4.442626512,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea
SL342323_bin.1,83.17901235,1.803840878,3.00022924,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Lautropia
SL342323_bin.2,99.5297216,0.112866817,2.664487329,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Neisseria
SL342353_bin.2,99.52606635,0.473933649,3.512009884,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Azospira
SL342478_bin.1,99.76303318,0.473933649,3.045566222,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces
SL342529_bin.1,81.50114825,2.646556631,1.990601694,Surface,Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
SL342532_bin.1,77.56296671,1.520703323,4.385414922,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E
SL342532_bin.2,99.48604993,0,2.283370384,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium
SL342536_bin.1,81.78460955,3.435276409,3.325724573,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas
SL342537_bin.1,84.04759192,2.930405017,6.718570811,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium
SL342543_bin.1,99.94505495,0.457875458,3.125994283,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter
SL342545_bin.1,91.68752781,1.519921299,3.874150353,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Variovorax
SL342546_bin.1,98.53448276,1.293103448,3.866264656,Surface,Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__
SL342576_bin.1,94.7728979,2.263513514,3.185209111,Surface,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella
SL342576_bin.4,84.73424723,2.559141196,2.810244725,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Mycetocola_B
SL342646_bin.2,90.98090989,7.695715444,4.733334034,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas
SL343340_bin.1,97.49217442,0.726141079,3.756489868,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Thauera
SL343354_bin.1,92.03463203,2.353896104,2.781418583,Surface,Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas
SL343354_bin.2,87.6396871,0.941890166,2.203412137,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A
SL343375_bin.1,80.02094187,3.604011084,1.802679819,Surface,Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
SL343375_bin.3,77.55163156,2.335811648,2.525618596,Surface,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Alloprevotella
SL343409_bin.1,99.29508197,0.243799916,4.293995186,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea
SL343409_bin.2,86.65389527,3.496168582,2.3930488,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A
SL343411_bin.1,80.05012531,1.535087719,2.638682716,Surface,Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium
SL343449_bin.1,87.70753512,1.261174968,2.107162981,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A
SL343449_bin.10,91.93390805,2.919278997,2.937379106,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas_B
SL343449_bin.2,85.99401259,1.576867816,3.939578746,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Salinicola
SL343449_bin.3,99.3711265,3.08056872,2.720615853,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces
SL343449_bin.5,92.42711452,0.980392157,2.555316219,Surface,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Cloacibacterium
SL343449_bin.7,81.35937934,2.759561032,3.123461916,Surface,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella
SL343449_bin.8,89.47727273,1.515151515,3.264123567,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paenirhodobacter
SL343449_bin.9,91.39072848,3.752759382,2.239359823,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Rothia
SL343467_bin.1,87.94175173,1.915440881,6.096881868,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium
SL343486_bin.1,87.3543401,3.232323232,3.868161079,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus
SL343486_bin.3,86.93017128,1.52173913,3.196869575,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sandaracinobacter
SL343486_bin.5,80.55555556,1.325031928,2.531461057,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A
SL343504_bin.1,93.95143488,0.331125828,3.485660652,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Kocuria
SL344535_bin.1,92.3048048,1.238738739,2.515785743,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium
SL344535_bin.2,86.49669775,1.071289821,3.632151818,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Haematobacter
SL344535_bin.3,94.81543887,2.564544651,2.660380664,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas_B
SL344535_bin.5,99.01960784,0.735294118,2.238919947,Surface,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Planobacterium
SL344538_bin.1,85.44927536,2.431018257,2.633304594,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Allosphingosinicella
SL344539_bin.1,77.90546291,2.00609854,4.402865011,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__CADCTG01
SL344539_bin.2,98.75621891,0.497512438,6.119390761,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__CAHJXG01
SL344539_bin.5,81.05095991,0.915861514,3.545768303,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Williamsia
SL344548_bin.1,77.96859519,5.160063413,2.677757231,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Alishewanella
SL344548_bin.3,93.18709069,1.864801865,3.069270212,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus
SL344550_bin.6,94.11497022,0.845116203,2.399297836,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059
SL344550_bin.7,86.62554113,3.292929293,2.953610115,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus
SL344550_bin.8,94.55423803,1.119502478,5.485778439,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Gordonia
SL344551_bin.2,91.63461538,1.555916306,3.066180479,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus
SL344552_bin.1,78.45049687,2.923976608,3.874921508,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae,g__Aeromonas
SL344552_bin.2,91.77846633,3.089802131,1.56033279,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium
SL344569_bin.2,83.85278289,1.466380544,7.329100012,Surface,Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces
SL344571_bin.2,87.9648202,3.502775343,1.785315621,Surface,Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella
SL344576_bin.1,98.09141135,1.657458564,2.750909586,Surface,Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus
SL344596_bin.1,79.96784022,2.725118483,4.579324036,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Blastococcus
SL344596_bin.2,90.87837838,1.351351351,1.438590664,Surface,Chlamydiota,c__Chlamydiia,o__Chlamydiales,f__JACRBE01,g__
SL344638_bin.1,90.87837838,0.039745628,1.344463226,Surface,Chlamydiota,c__Chlamydiia,o__Chlamydiales,f__JACRBE01,g__
SL344642_bin.1,77.54577218,3.049991548,4.223623444,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Cellvibrionaceae,g__Cellvibrio
SL344701_bin.3,84.29189858,5.194805195,11.79231265,Surface,Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__Archangium
SL344701_bin.6,95.36510167,0.170648464,2.976932146,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingorhabdus_C
SL344702_bin.2,83.72536946,0.703761755,2.320753558,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__CU05-9
SL345440_bin.5,76.61276297,4.033986481,3.762028132,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rubellimicrobium
SL345442_bin.2,83.1948388,4.647326507,2.358005172,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059
SL345443_bin.1,99.22742786,0.775231594,3.213062988,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas
SL345443_bin.2,80.67731966,1.986371904,5.235127296,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas
SL345443_bin.5,83.43160377,2.830188679,4.378160744,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Modestobacter
SL345444_bin.5,99.22222222,0.377314815,5.27868007,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__Chroococcidiopsis
SL345445_bin.1,75.04320024,4.916300991,2.246979177,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059
SL345446_bin.6,99.0439775,0.54363725,2.897052586,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Qipengyuania
SL345447_bin.2,81.58635536,1.657559199,4.660632632,Surface,Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rubricoccaceae,g__
SL345458_bin.1,95.26666667,2.5,4.237361621,Surface,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Lewinella_A
SL345458_bin.11,84.3328617,3.885096701,2.365870511,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059
SL345458_bin.2,97.08229839,3.770491803,4.100419962,Surface,Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rubricoccaceae,g__
SL345458_bin.3,83.73362445,3.427492722,5.480647039,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Xenococcaceae,g__Pleurocapsa
SL345458_bin.4,79.57790309,1.311986259,3.19282387,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Palleronia
SL345458_bin.8,94.07517397,3.096050707,2.770196151,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059
SL345459_bin.1,93.67067143,2.433603434,3.222201286,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Jannaschia
SL345464_bin.1,78.13515001,1.926782274,3.642026038,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Quadrisphaeraceae,g__Pseudokineococcus
SL345464_bin.2,87.8762089,1.631205674,3.791238659,Surface,Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus
SL345469_bin.5,77.40453729,2.088948787,4.164228594,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Geodermatophilus
SL345482_bin.3,95.41891285,2.246181491,4.806274612,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Geodermatophilus
SL345489_bin.1,97.03891709,3.67965368,2.780753162,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium
SL345500_bin.1,99.19406834,1.477541371,4.897099748,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae,g__
SL345508_bin.1,86.43545279,0.770712909,3.378903783,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Quadrisphaeraceae,g__Pseudokineococcus
SL345508_bin.2,81.83453425,5.620822891,4.624223957,Surface,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter
SL345509_bin.2,94.84962406,0.657894737,3.655772622,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Kocuria
SL345509_bin.3,86.58718331,3.843351548,3.563713305,Surface,Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rubricoccaceae,g__
SL345515_bin.1,97.84482759,1.309067688,2.204087722,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter
SL345515_bin.2,92.95864191,3.060556119,3.533723892,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas
SL345523_bin.2,78.26626925,3.843351548,3.631414086,Surface,Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rubricoccaceae,g__
SL345523_bin.3,80.91683593,1.172985782,4.075911685,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Blastococcus
SL345532_bin.2,100,0.630630631,3.800337905,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae,g__Oceanimonas
SL345532_bin.9,86.93837448,3.168373151,2.966959262,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas
SL345533_bin.1,99.33333333,0.666666667,5.299709543,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__Gloeocapsopsis
SL345536_bin.1,97.55390831,1.958394279,2.72304869,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas
SL345536_bin.5,85.67201869,2.23880597,4.602482871,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__CADCTG01
SL345537_bin.1,98.66666667,4.821759259,8.50632005,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__
SL345538_bin.1,92.17840983,3.846153846,5.213983856,Surface,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatirosa
SL345538_bin.16,97.33918129,0,2.911824368,Surface,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__Rubrobacter
SL345538_bin.17,96.19883041,0.350877193,2.894843669,Surface,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__Rubrobacter
SL345538_bin.18,84.40813118,1.954177898,4.895357535,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Geodermatophilus
SL345538_bin.2,88.32730288,0.331674959,4.121679286,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas
SL345538_bin.8,95.48022599,5.579096045,4.735517818,Surface,Deinococcota,c__Deinococci,o__Deinococcales,f__Trueperaceae,g__Truepera
SL345538_bin.9,97.61904762,0.768849206,5.555563412,Surface,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Solirubrum
SL345543_bin.1,83.87684692,3.330185751,5.721628221,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia
SL345554_bin.1,79.44235589,1.842105263,3.879361248,Surface,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__SCSIO-52909
SL345554_bin.2,86.40696201,1.425667362,5.452224283,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__G192
SL345554_bin.3,98.18986323,0,2.688659413,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomicrobium
SL345558_bin.3,91.74079066,4.35197664,5.350761416,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Geodermatophilus
SL345566_bin.2,88.18695429,0.63559322,3.610483989,Surface,Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus
SL345575_bin.2,75.59053885,2.976190476,4.545297156,Surface,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Fibrella
SL345575_bin.8,90.65104975,4.772468714,2.447498459,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059
SL345585_bin.1,82.45614035,4.269005848,3.929880695,Surface,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__SCSIO-52909
SL345587_bin.2,97.26368159,1.026119403,5.348750087,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__CAHJXG01
SL345590_bin.1,98.01670552,2.083333333,3.883182787,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus
SL345590_bin.2,90.61692308,2.013333333,4.337798257,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Hasllibacter
SL345593_bin.1,88.92592593,2.814814815,6.014613998,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__Chroococcidiopsis
SL345594_bin.2,95.8022533,2.702963703,3.494664827,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus
SL345594_bin.4,95.1754386,2.865497076,3.588178294,Surface,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__Rubrobacter_A
SL345594_bin.5,98.08743169,1.912568306,3.932329414,Surface,Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rubricoccaceae,g__
SL345594_bin.7,94.43589971,4.886234357,2.503729948,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059
SL345595_bin.3,79.04850553,1.819437673,2.971455778,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas
SL345595_bin.4,95.45993824,1.294399237,2.682836426,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059
SL345596_bin.3,85.99435953,1.316866812,5.389167857,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Xenococcaceae,g__Pleurocapsa
SL345596_bin.8,97.37037037,2.296296296,4.645239116,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__Aliterella
SL345598_bin.1,79.54653371,2.659069326,5.500825092,Surface,Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__JAFDVJ01
SL345599_bin.10,82.09325397,2.418154762,6.184789736,Surface,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Fibrella
SL345599_bin.5,87.28935185,4.118055556,4.42081672,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__
SL345599_bin.6,90.91549031,1.265010352,2.41770484,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CADCVW01
SL345607_bin.2,82.60168651,3.67872807,4.927000676,Surface,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter
SL345607_bin.9,90.51851852,1.858796296,5.759710603,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__Chroococcidiopsis
SL345611_bin.1,93.86255924,2.116185552,2.231101011,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Pauljensenia
SL345611_bin.3,76.64445912,3.17886492,1.819118536,Surface,Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
SL345615_bin.1,99.06306306,1.248391248,3.548050447,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__Lapillicoccus
