rMAGs,Completeness (%),Contamination (%),EGS (Mbp),group,phylum,class,order,family,genus,avg_rpkm
SL343375_bin.3,77.55163156,2.335811648,2.525618596,Surface,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Alloprevotella,0.243603267
SL343409_bin.1,99.29508197,0.243799916,4.293995186,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pantoea,0.107290252
SL343409_bin.2,86.65389527,3.496168582,2.3930488,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A,0.798338545
SL343411_bin.1,80.05012531,1.535087719,2.638682716,Surface,Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,0.517802927
SL343449_bin.1,87.70753512,1.261174968,2.107162981,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A,0.975527466
SL343449_bin.10,91.93390805,2.919278997,2.937379106,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas_B,0.061219186
SL343449_bin.2,85.99401259,1.576867816,3.939578746,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Salinicola,0.047943494
SL343449_bin.3,99.3711265,3.08056872,2.720615853,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,0.231078658
SL343449_bin.5,92.42711452,0.980392157,2.555316219,Surface,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Cloacibacterium,0.065977439
SL343449_bin.7,81.35937934,2.759561032,3.123461916,Surface,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,0.052642985
SL343449_bin.8,89.47727273,1.515151515,3.264123567,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paenirhodobacter,0.050778077
SL343449_bin.9,91.39072848,3.752759382,2.239359823,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Rothia,0.913256878
SL343467_bin.1,87.94175173,1.915440881,6.096881868,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium,0.103145703
SL343486_bin.1,87.3543401,3.232323232,3.868161079,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,0.319919132
SL343486_bin.3,86.93017128,1.52173913,3.196869575,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sandaracinobacter,0.061559994
SL343486_bin.5,80.55555556,1.325031928,2.531461057,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella_A,0.601651368
SL343504_bin.1,93.95143488,0.331125828,3.485660652,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Kocuria,2.372262662
SL344535_bin.1,92.3048048,1.238738739,2.515785743,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,0.154162087
SL344535_bin.2,86.49669775,1.071289821,3.632151818,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Haematobacter,0.10137429
SL344535_bin.3,94.81543887,2.564544651,2.660380664,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas_B,0.20474516
SL344535_bin.5,99.01960784,0.735294118,2.238919947,Surface,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Planobacterium,0.225149745
SL344538_bin.1,85.44927536,2.431018257,2.633304594,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Allosphingosinicella,0.237763637
SL344539_bin.1,77.90546291,2.00609854,4.402865011,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__CADCTG01,0.324340416
SL344539_bin.2,98.75621891,0.497512438,6.119390761,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__CAHJXG01,0.758793054
SL344539_bin.5,81.05095991,0.915861514,3.545768303,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Williamsia,0.225739243
SL344548_bin.1,77.96859519,5.160063413,2.677757231,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Alishewanella,0.272664402
SL344548_bin.3,93.18709069,1.864801865,3.069270212,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,0.724990988
SL344550_bin.6,94.11497022,0.845116203,2.399297836,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059,0.096109715
SL344550_bin.7,86.62554113,3.292929293,2.953610115,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,0.179078944
SL344550_bin.8,94.55423803,1.119502478,5.485778439,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Gordonia,0.34051658
SL344551_bin.2,91.63461538,1.555916306,3.066180479,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,0.186683741
SL344552_bin.1,78.45049687,2.923976608,3.874921508,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae,g__Aeromonas,0.37057377
SL344552_bin.2,91.77846633,3.089802131,1.56033279,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,0.588530478
SL344569_bin.2,83.85278289,1.466380544,7.329100012,Surface,Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,0.222205433
SL344571_bin.2,87.9648202,3.502775343,1.785315621,Surface,Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,0.01557492
SL344576_bin.1,98.09141135,1.657458564,2.750909586,Surface,Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,0.487086091
SL344596_bin.1,79.96784022,2.725118483,4.579324036,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Blastococcus,0.141966122
SL344596_bin.2,90.87837838,1.351351351,1.438590664,Surface,Chlamydiota,c__Chlamydiia,o__Chlamydiales,f__JACRBE01,g__,0.001097331
SL344638_bin.1,90.87837838,0.039745628,1.344463226,Surface,Chlamydiota,c__Chlamydiia,o__Chlamydiales,f__JACRBE01,g__,0.0018928
SL344642_bin.1,77.54577218,3.049991548,4.223623444,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Cellvibrionaceae,g__Cellvibrio,0.026065117
SL344701_bin.3,84.29189858,5.194805195,11.79231265,Surface,Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__Archangium,0.091696145
SL344701_bin.6,95.36510167,0.170648464,2.976932146,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingorhabdus_C,0.677721711
SL344702_bin.2,83.72536946,0.703761755,2.320753558,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__CU05-9,0.497216748
SL345440_bin.5,76.61276297,4.033986481,3.762028132,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rubellimicrobium,0.261883711
SL345442_bin.2,83.1948388,4.647326507,2.358005172,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059,0.423297256
SL345443_bin.1,99.22742786,0.775231594,3.213062988,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,1.026406455
SL345443_bin.2,80.67731966,1.986371904,5.235127296,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,0.126974213
SL345443_bin.5,83.43160377,2.830188679,4.378160744,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Modestobacter,0.337816063
SL345444_bin.5,99.22222222,0.377314815,5.27868007,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__Chroococcidiopsis,0.786898836
SL345445_bin.1,75.04320024,4.916300991,2.246979177,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059,0.212634018
SL345446_bin.6,99.0439775,0.54363725,2.897052586,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Qipengyuania,0.294954087
SL345447_bin.2,81.58635536,1.657559199,4.660632632,Surface,Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rubricoccaceae,g__,0.484829183
SL345458_bin.1,95.26666667,2.5,4.237361621,Surface,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Lewinella_A,0.489800595
SL345458_bin.11,84.3328617,3.885096701,2.365870511,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059,0.12087219
SL345458_bin.2,97.08229839,3.770491803,4.100419962,Surface,Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rubricoccaceae,g__,0.496894981
SL345458_bin.3,83.73362445,3.427492722,5.480647039,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Xenococcaceae,g__Pleurocapsa,0.58667603
SL345458_bin.4,79.57790309,1.311986259,3.19282387,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Palleronia,0.035448327
SL345458_bin.8,94.07517397,3.096050707,2.770196151,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059,0.093306121
SL345459_bin.1,93.67067143,2.433603434,3.222201286,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Jannaschia,0.170692122
SL345464_bin.1,78.13515001,1.926782274,3.642026038,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Quadrisphaeraceae,g__Pseudokineococcus,0.140527484
SL345464_bin.2,87.8762089,1.631205674,3.791238659,Surface,Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,1.11765235
SL345469_bin.5,77.40453729,2.088948787,4.164228594,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Geodermatophilus,0.342283175
SL345482_bin.3,95.41891285,2.246181491,4.806274612,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Geodermatophilus,0.542748373
SL345489_bin.1,97.03891709,3.67965368,2.780753162,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,0.1317196
SL345500_bin.1,99.19406834,1.477541371,4.897099748,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae,g__,0.083451817
SL345508_bin.1,86.43545279,0.770712909,3.378903783,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Quadrisphaeraceae,g__Pseudokineococcus,0.474361551
SL345508_bin.2,81.83453425,5.620822891,4.624223957,Surface,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,0.155045331
SL345509_bin.2,94.84962406,0.657894737,3.655772622,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae,g__Kocuria,0.610162243
SL345509_bin.3,86.58718331,3.843351548,3.563713305,Surface,Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rubricoccaceae,g__,0.202678554
SL345515_bin.1,97.84482759,1.309067688,2.204087722,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,0.105746865
SL345515_bin.2,92.95864191,3.060556119,3.533723892,Surface,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,0.128179544
SL345523_bin.2,78.26626925,3.843351548,3.631414086,Surface,Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rubricoccaceae,g__,0.289853239
SL345523_bin.3,80.91683593,1.172985782,4.075911685,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Blastococcus,0.591975132
SL345532_bin.2,100,0.630630631,3.800337905,Surface,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae,g__Oceanimonas,0.149959023
SL345532_bin.9,86.93837448,3.168373151,2.966959262,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,0.160897531
SL345533_bin.1,99.33333333,0.666666667,5.299709543,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__Gloeocapsopsis,0.006939388
SL345536_bin.1,97.55390831,1.958394279,2.72304869,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,0.337156183
SL345536_bin.5,85.67201869,2.23880597,4.602482871,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__CADCTG01,0.388264815
SL345537_bin.1,98.66666667,4.821759259,8.50632005,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__,0.389635244
SL345538_bin.1,92.17840983,3.846153846,5.213983856,Surface,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatirosa,0.315142731
SL345538_bin.16,97.33918129,0,2.911824368,Surface,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__Rubrobacter,0.255885946
SL345538_bin.17,96.19883041,0.350877193,2.894843669,Surface,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__Rubrobacter,0.173012663
SL345538_bin.18,84.40813118,1.954177898,4.895357535,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Geodermatophilus,0.254758224
SL345538_bin.2,88.32730288,0.331674959,4.121679286,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,0.168566134
SL345538_bin.8,95.48022599,5.579096045,4.735517818,Surface,Deinococcota,c__Deinococci,o__Deinococcales,f__Trueperaceae,g__Truepera,0.176151785
SL345538_bin.9,97.61904762,0.768849206,5.555563412,Surface,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Solirubrum,0.055139866
SL345543_bin.1,83.87684692,3.330185751,5.721628221,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Massilia,0.099211808
SL345554_bin.1,79.44235589,1.842105263,3.879361248,Surface,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__SCSIO-52909,0.051898695
SL345554_bin.2,86.40696201,1.425667362,5.452224283,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__G192,0.109356729
SL345554_bin.3,98.18986323,0,2.688659413,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomicrobium,0.333090919
SL345558_bin.3,91.74079066,4.35197664,5.350761416,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Geodermatophilus,0.308103283
SL345566_bin.2,88.18695429,0.63559322,3.610483989,Surface,Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,0.53257016
SL345575_bin.2,75.59053885,2.976190476,4.545297156,Surface,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Fibrella,0.086992202
SL345575_bin.8,90.65104975,4.772468714,2.447498459,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059,0.166048539
SL345585_bin.1,82.45614035,4.269005848,3.929880695,Surface,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__SCSIO-52909,0.303927611
SL345587_bin.2,97.26368159,1.026119403,5.348750087,Surface,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__CAHJXG01,0.579848527
SL345590_bin.1,98.01670552,2.083333333,3.883182787,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,0.20696878
SL345590_bin.2,90.61692308,2.013333333,4.337798257,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Hasllibacter,1.273086435
SL345593_bin.1,88.92592593,2.814814815,6.014613998,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__Chroococcidiopsis,0.252446455
SL345594_bin.2,95.8022533,2.702963703,3.494664827,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,0.392671806
SL345594_bin.4,95.1754386,2.865497076,3.588178294,Surface,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__Rubrobacter_A,0.151667245
SL345594_bin.5,98.08743169,1.912568306,3.932329414,Surface,Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__Rubricoccaceae,g__,0.239357794
SL345594_bin.7,94.43589971,4.886234357,2.503729948,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059,0.263155388
SL345595_bin.3,79.04850553,1.819437673,2.971455778,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,0.278163087
SL345595_bin.4,95.45993824,1.294399237,2.682836426,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CFH-75059,0.500557048
SL345596_bin.3,85.99435953,1.316866812,5.389167857,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Xenococcaceae,g__Pleurocapsa,0.207331947
SL345596_bin.8,97.37037037,2.296296296,4.645239116,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__Aliterella,0.23175408
SL345598_bin.1,79.54653371,2.659069326,5.500825092,Surface,Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__JAFDVJ01,0.127547719
SL345599_bin.10,82.09325397,2.418154762,6.184789736,Surface,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Fibrella,0.182630357
SL345599_bin.5,87.28935185,4.118055556,4.42081672,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__,0.091880122
SL345599_bin.6,90.91549031,1.265010352,2.41770484,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__CADCVW01,0.19267807
SL345607_bin.2,82.60168651,3.67872807,4.927000676,Surface,Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,0.146975858
SL345607_bin.9,90.51851852,1.858796296,5.759710603,Surface,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__Chroococcidiopsis,0.61496488
SL345611_bin.1,93.86255924,2.116185552,2.231101011,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Pauljensenia,0.289362514
SL345611_bin.3,76.64445912,3.17886492,1.819118536,Surface,Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,0.429008189
SL345615_bin.1,99.06306306,1.248391248,3.548050447,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__Lapillicoccus,0.23298885
SL345999_bin.1,95.87939838,2.171717172,4.082182067,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Gemmobacter,0.024261391
SL346004_bin.4,95.57768924,1.919163174,3.22538867,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__CAILRJ01,0.24078731
SL346004_bin.5,82.33538487,3.42312009,3.24498874,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Amnibacterium,0.382380702
SL346005_bin.2,80.54357592,3.369272237,3.855975009,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Geodermatophilus,0.011161012
SL346060_bin.1,91.35965297,2.41345685,3.434735711,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,0.345806002
SL346068_bin.2,76.00543066,2.629662005,1.314090903,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__QFNR01,0.338702332
SL357339_bin.1,98.63793103,0.689655172,2.619148548,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Thermomonas,0.572157031
SL366932_bin.3,86.16000903,2.697472354,4.147765379,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Blastococcus,0.399196673
SL366953_bin.1,97.93826863,1.591511936,5.630307255,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium,0.611730881
SL366953_bin.2,90.96016911,1.916444148,4.739482505,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Frankiaceae,g__,0.119341658
SRR10127265_bin.5,87.69005848,2.6106934,2.475044919,Soil,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__SCSIO-52915,3.327910101
SRR10159349_bin.11,87.66737892,5.128205128,10.64566354,Soil,Acidobacteriota,c__Blastocatellia,o__RBC074,f__RBC074,g__RBC074,0.09623449
SRR10159349_bin.12,91.30658436,2.932098765,3.176649083,Soil,Chloroflexota,c__Limnocylindria,o__Limnocylindrales,f__CSP1-4,g__,0.376150343
SRR10159349_bin.5,87.47037276,4.129204129,5.801386907,Soil,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__AG2,0.235256363
SRR10159349_bin.6,92.34767025,0.860215054,4.997073352,Soil,Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,0.430481364
SRR10159349_bin.7,95.48796791,1.136363636,4.045266933,Soil,Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__UBA1924,g__JAFEBO01,0.132906021
SRR10159350_bin.1,93.2406223,3.001734107,3.81830352,Soil,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__JACRPB01,0.121987164
SRR10159350_bin.14,88.74259974,2.810810811,3.837520441,Soil,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__Oryzihumus,0.284859954
SRR10159350_bin.16,75.63540227,2.349336057,3.503621359,Soil,Spirochaetota,c__UBA4802,o__UBA4802,f__,g__,0.024009791
SRR10159350_bin.17,95.82974293,2.52449321,3.377560493,Soil,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Thiobacillaceae,g__Parasulfuritortus,0.065072924
SRR10159350_bin.20,87.06896552,1.795977011,2.604525071,Soil,Nitrospirota,c__UBA9217,o__UBA9217,f__UBA9217,g__,0.094583341
SRR10159350_bin.21,97.83846602,1.687014608,2.655987692,Soil,Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,0.088933248
SRR10159350_bin.27,90.81384016,4.049707602,3.141552304,Soil,Acidobacteriota,c__Holophagae,o__Holophagales,f__Holophagaceae,g__,0.125192521
SRR10159350_bin.28,85.40998217,4.609116374,5.344333777,Soil,Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae,g__Chersky-822,0.191077977
SRR10159350_bin.29,78.43391367,5.270136157,3.589598136,Soil,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__JACRPB01,0.066678066
SRR10159350_bin.3,95.7977208,1.282051282,3.360251346,Soil,Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-465,0.173354356
SRR10260006_bin.1,75.90110435,2.926972909,4.129785099,Soil,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,0.27987617
SRR10260007_bin.10,80.10446344,1.282051282,3.164431547,Soil,Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,f__Gp7-AA6,g__Gp7-AA6,0.382784967
SRR10260007_bin.12,75.1839981,3.418803419,4.576311312,Soil,Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__CAINCZ01,g__,0.29285802
SRR10260007_bin.8,94.68186135,4.586894587,2.883295362,Soil,Actinobacteriota,c__UBA4738,o__UBA4738,f__HRBIN12,g__AC-69,0.30896754
SRR10260008_bin.2,84.76377018,5.128205128,4.598526563,Soil,Acidobacteriota,c__Thermoanaerobaculia,o__Gp7-AA8,f__Gp7-AA8,g__QHVT01,0.315340538
SRR10260008_bin.3,87.26851852,2.659069326,4.085748251,Soil,Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,f__Gp7-AA6,g__Gp7-AA6,0.28747139
SRR10260008_bin.4,78.27466651,3.946053946,3.793850764,Soil,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__UBA4720,0.428883055
SRR10260008_bin.6,85.05952381,4.791666667,4.931871393,Soil,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium,0.286626702
SRR10489831_bin.10,79.5576564,2.782446312,2.344019077,Soil,Desulfobacterota,c__MBNT15,o__MBNT15,f__MBNT15,g__CG2-30-66-27,2.141648242
SRR10489831_bin.13,86.75132373,3.211872587,5.283559675,Soil,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,0.907330333
SRR10489831_bin.4,92.99145299,6.054131054,3.684555803,Soil,Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,f__UBA5066,g__Fen-183,0.512423125
SRR10489831_bin.7,91.02564103,1.282051282,3.598069356,Soil,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__Bog-756,0.234358385
SRR10489831_bin.9,76.72727273,1.191919192,4.678250644,Soil,Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__UBA877,1.190326086
